Image,PSNR (dB),SSIM,Accuracy (%),RMSE
13080.jpg,28.24,0.7929,90.99,9.87
13083.jpg,25.09,0.7548,84.82,14.19
13085.jpg,23.46,0.6783,72.36,17.12
13087.jpg,26.85,0.7892,89.06,11.59
13098.jpg,25.8,0.7514,85.05,13.08
13103.jpg,25.74,0.8103,89.69,13.17
13108.jpg,27.86,0.8279,90.84,10.32
13110.jpg,23.92,0.6503,80.07,16.24
13113.jpg,24.35,0.7188,79.74,15.46
13117.jpg,25.65,0.7182,86.9,13.3
13122.jpg,25.76,0.6794,84.12,13.14
13137.jpg,23.36,0.6403,76.51,17.33
13138.jpg,26.59,0.7778,87.96,11.94
13141.jpg,29.34,0.8297,94.28,8.7
13142.jpg,22.96,0.6278,76.54,18.13
13148.jpg,25.63,0.6217,82.69,13.34
13152.jpg,25.54,0.7756,87.98,13.48
13154.jpg,24.13,0.6852,75.57,15.86
13162.jpg,27.12,0.792,88.28,11.23
13164.jpg,29.94,0.77,94.45,8.12
13171.jpg,27.88,0.8334,90.83,10.29
13174.jpg,26.63,0.8291,90.8,11.89
13179.jpg,28.22,0.7832,92.1,9.89
13182.jpg,29.35,0.7459,92.77,8.69
13183.jpg,28.69,0.8009,94.18,9.38
13193.jpg,30.0,0.8516,95.81,8.06
13196.jpg,27.43,0.7769,87.7,10.84
13198.jpg,26.7,0.6512,81.98,11.8
1320.jpg,27.27,0.7634,86.08,11.04
13201.jpg,29.85,0.8779,95.0,8.2
13208.jpg,28.6,0.8,92.11,9.47
13210.jpg,27.87,0.768,88.99,10.31
13212.jpg,25.53,0.8054,90.86,13.49
13217.jpg,25.17,0.6155,75.38,14.05
13218.jpg,24.87,0.5846,75.2,14.55
13219.jpg,27.88,0.8222,89.83,10.29
13224.jpg,29.1,0.8413,92.42,8.94
13227.jpg,28.23,0.7395,88.72,9.88
13228.jpg,25.7,0.7499,81.09,13.23
13236.jpg,27.75,0.7194,86.22,10.45
13246.jpg,25.39,0.57,76.87,13.71
13252.jpg,27.59,0.6618,86.77,10.64
13253.jpg,29.94,0.6784,95.28,8.12
13254.jpg,28.97,0.7851,92.02,9.08
13256.jpg,29.39,0.8102,93.82,8.65
13262.jpg,26.38,0.7178,86.6,12.24
13264.jpg,27.62,0.7192,87.71,10.6
13265.jpg,26.05,0.6715,81.99,12.71
1327.jpg,26.0,0.7077,81.98,12.78
13276.jpg,26.01,0.6913,80.24,12.76
13286.jpg,25.48,0.6138,78.77,13.57
13289.jpg,24.7,0.6694,77.4,14.85
13299.jpg,30.0,0.8494,94.63,8.06
133.jpg,29.16,0.823,93.64,8.88
1330.jpg,26.82,0.6763,85.08,11.63
13304.jpg,26.8,0.7638,87.35,11.66
13322.jpg,26.79,0.7097,86.38,11.67
13331.jpg,25.94,0.7878,90.44,12.87
13332.jpg,28.05,0.7702,89.18,10.1
13333.jpg,27.02,0.8029,87.32,11.37
13334.jpg,22.61,0.665,80.1,18.88
13337.jpg,26.96,0.7401,86.32,11.45
13348.jpg,28.14,0.7783,89.3,9.99
13349.jpg,26.03,0.744,82.93,12.74
13373.jpg,27.16,0.7171,86.53,11.18
13374.jpg,28.71,0.7838,91.78,9.36
13384.jpg,28.64,0.6288,91.7,9.43
13388.jpg,25.69,0.7082,81.81,13.24
13397.jpg,29.08,0.8435,93.88,8.96
13399.jpg,27.82,0.8347,92.51,10.37
1340.jpg,31.07,0.8042,96.92,7.13
13409.jpg,25.31,0.6436,80.41,13.83
1341.jpg,28.87,0.8186,94.91,9.19
13415.jpg,30.21,0.8081,95.42,7.87
13418.jpg,30.58,0.8227,96.01,7.54
13419.jpg,27.3,0.8062,88.23,11.01
13423.jpg,24.92,0.6826,77.9,14.47
13428.jpg,27.1,0.7613,88.46,11.26
1343.jpg,27.9,0.7721,87.63,10.27
1344.jpg,24.74,0.6799,82.63,14.77
13450.jpg,26.79,0.7446,87.04,11.67
13458.jpg,24.53,0.7057,86.23,15.13
13460.jpg,28.92,0.7356,91.85,9.13
13475.jpg,25.64,0.6604,81.22,13.31
13484.jpg,24.74,0.6718,77.99,14.77
13490.jpg,26.11,0.744,84.69,12.63
13500.jpg,26.56,0.6606,88.8,11.98
13507.jpg,28.75,0.7186,91.28,9.31
13509.jpg,28.14,0.7695,90.31,9.99
13510.jpg,27.11,0.8279,89.07,11.24
13517.jpg,26.73,0.716,85.76,11.75
13524.jpg,27.04,0.7501,85.81,11.34
13528.jpg,26.77,0.7907,87.43,11.7
13536.jpg,27.34,0.7244,88.11,10.96
13545.jpg,28.75,0.7302,93.44,9.31
13553.jpg,27.35,0.8046,89.02,10.94
13555.jpg,33.2,0.8811,100.8,5.58
13558.jpg,24.44,0.7545,80.69,15.3
13561.jpg,26.24,0.7173,83.64,12.44
13563.jpg,27.18,0.8179,89.7,11.16
13576.jpg,24.58,0.6397,77.13,15.06
1358.jpg,26.92,0.7669,86.23,11.5
13584.jpg,23.58,0.6963,80.46,16.89
13586.jpg,29.07,0.7822,93.01,8.98
13587.jpg,25.04,0.7159,81.07,14.28
13589.jpg,28.69,0.7684,91.28,9.38
1359.jpg,24.81,0.6917,81.09,14.65
13592.jpg,25.32,0.6589,84.23,13.82
13596.jpg,26.5,0.7725,86.97,12.06
13608.jpg,25.92,0.7001,80.36,12.9
13609.jpg,24.92,0.6761,79.67,14.46
13610.jpg,26.42,0.7664,89.38,12.17
13615.jpg,27.21,0.7728,88.06,11.11
13627.jpg,26.52,0.732,85.55,12.04
13630.jpg,25.48,0.699,85.22,13.57
1364.jpg,28.13,0.7615,89.25,10.0
13670.jpg,23.1,0.5884,71.74,17.86
13676.jpg,25.91,0.7303,85.04,12.91
13677.jpg,26.2,0.6961,80.79,12.48
13697.jpg,26.55,0.6843,87.33,12.0
13703.jpg,26.13,0.7277,81.89,12.59
13706.jpg,27.34,0.7507,87.79,10.96
13711.jpg,25.01,0.7196,80.35,14.32
13716.jpg,24.94,0.6181,78.53,14.44
13718.jpg,21.25,0.6528,67.19,22.08
13721.jpg,28.45,0.7497,91.88,9.64
13725.jpg,27.65,0.7325,86.91,10.57
13730.jpg,24.62,0.6139,74.55,14.98
13739.jpg,27.53,0.7295,86.67,10.72
13748.jpg,26.99,0.6871,86.1,11.41
13758.jpg,26.54,0.7533,89.72,12.02
13763.jpg,27.3,0.7878,87.78,11.0
13778.jpg,25.8,0.7499,87.81,13.08
1378.jpg,27.47,0.7914,89.83,10.79
13788.jpg,24.89,0.664,75.85,14.52
13789.jpg,27.67,0.7885,90.18,10.54
13790.jpg,27.59,0.786,87.09,10.64
13794.jpg,27.52,0.7056,89.5,10.73
13795.jpg,26.93,0.7268,83.58,11.49
138.jpg,26.38,0.7757,88.18,12.23
13806.jpg,27.88,0.7728,88.01,10.3
13807.jpg,25.97,0.7555,85.53,12.82
13819.jpg,29.76,0.7524,93.66,8.29
1382.jpg,26.84,0.6947,81.9,11.6
13832.jpg,27.51,0.7757,87.58,10.75
13840.jpg,22.95,0.614,71.67,18.15
13846.jpg,25.97,0.7877,87.04,12.82
13848.jpg,29.08,0.7673,92.78,8.96
13854.jpg,26.29,0.7513,83.91,12.36
13860.jpg,27.6,0.7724,92.5,10.63
13865.jpg,20.66,0.6474,71.02,23.63
13874.jpg,26.42,0.7216,86.78,12.18
13879.jpg,25.64,0.6807,79.47,13.33
13880.jpg,24.56,0.6432,80.92,15.08
13881.jpg,27.87,0.8408,92.73,10.3
13887.jpg,26.55,0.6449,83.56,11.99
13888.jpg,27.37,0.7548,86.74,10.92
13895.jpg,24.72,0.6954,80.83,14.8
13902.jpg,25.19,0.7143,81.07,14.02
13905.jpg,24.22,0.6743,87.34,15.68
13926.jpg,24.38,0.6415,74.46,15.39
13942.jpg,25.69,0.7299,82.02,13.25
13951.jpg,28.11,0.7568,92.6,10.03
13957.jpg,25.85,0.729,81.05,13.0
13976.jpg,25.15,0.7162,82.71,14.1
1399.jpg,26.45,0.7458,88.27,12.13
14000.jpg,26.31,0.6181,82.29,12.34
14002.jpg,27.83,0.8291,94.16,10.35
14008.jpg,28.5,0.7979,91.74,9.59
14023.jpg,24.15,0.6671,75.77,15.81
14035.jpg,28.42,0.7925,90.01,9.67
14036.jpg,26.92,0.7652,87.26,11.49
14042.jpg,29.13,0.7842,92.48,8.92
14046.jpg,27.05,0.7496,85.16,11.32
14050.jpg,27.19,0.7101,85.34,11.15
14051.jpg,28.22,0.6927,88.22,9.9
14054.jpg,23.68,0.71,77.82,16.7
14056.jpg,27.42,0.791,87.65,10.86
14063.jpg,25.16,0.7106,82.88,14.08
14068.jpg,22.13,0.6558,72.09,19.95
14075.jpg,26.12,0.6521,81.91,12.6
14090.jpg,27.94,0.7015,89.23,10.22
1411.jpg,27.53,0.7359,87.75,10.72
14114.jpg,24.69,0.6203,78.06,14.86
14123.jpg,26.7,0.7071,84.39,11.79
14125.jpg,23.7,0.7118,77.08,16.66
14126.jpg,26.84,0.7815,84.5,11.61
14129.jpg,26.95,0.8329,91.34,11.46
14130.jpg,25.77,0.6528,81.67,13.12
14131.jpg,29.55,0.8035,93.2,8.49
14143.jpg,27.96,0.7619,91.17,10.2
14146.jpg,27.46,0.7378,88.15,10.81
1415.jpg,26.0,0.7246,84.26,12.77
14150.jpg,25.13,0.6591,80.02,14.12
14155.jpg,25.85,0.6727,79.39,13.0
14162.jpg,28.24,0.7729,93.54,9.87
14163.jpg,26.99,0.7255,84.59,11.4
14167.jpg,27.94,0.7741,90.34,10.22
14174.jpg,24.5,0.7763,83.9,15.19
14177.jpg,24.22,0.6867,80.5,15.69
14178.jpg,28.38,0.7581,88.62,9.72
14181.jpg,27.59,0.7982,92.54,10.64
14188.jpg,25.3,0.7216,79.34,13.86
14192.jpg,27.34,0.7065,89.18,10.95
14199.jpg,25.9,0.7998,86.65,12.93
14200.jpg,28.57,0.8039,92.34,9.51
14201.jpg,28.33,0.7685,90.74,9.77
14207.jpg,27.32,0.7616,86.52,10.97
14210.jpg,28.79,0.769,92.63,9.26
14222.jpg,25.05,0.7209,81.07,14.25
14223.jpg,25.77,0.7233,85.89,13.13
14233.jpg,25.79,0.7323,81.69,13.1
14235.jpg,28.51,0.8305,92.03,9.58
14236.jpg,24.31,0.6893,81.41,15.52
14242.jpg,30.43,0.8297,96.04,7.67
14249.jpg,27.98,0.8296,91.94,10.18
14251.jpg,26.49,0.7265,84.66,12.08
14252.jpg,25.04,0.7441,76.55,14.28
14253.jpg,24.29,0.6215,76.43,15.57
1426.jpg,28.83,0.8077,94.05,9.22
14264.jpg,28.55,0.8244,92.49,9.53
14269.jpg,28.67,0.7748,89.85,9.4
14276.jpg,26.05,0.7326,84.13,12.7
14280.jpg,31.01,0.8385,97.52,7.18
14285.jpg,24.58,0.6416,75.32,15.04
14297.jpg,30.4,0.831,96.22,7.7
1430.jpg,27.33,0.7146,86.17,10.97
14301.jpg,28.76,0.8352,92.86,9.3
14306.jpg,29.31,0.8312,93.11,8.73
14308.jpg,28.4,0.7092,90.61,9.7
14318.jpg,28.76,0.8296,91.65,9.3
14344.jpg,30.84,0.8438,96.2,7.32
14347.jpg,27.67,0.8113,91.57,10.55
14351.jpg,25.69,0.6756,78.12,13.24
14354.jpg,26.48,0.7146,86.16,12.09
14359.jpg,27.3,0.78,88.09,11.0
1436.jpg,24.45,0.6615,73.7,15.27
14369.jpg,28.42,0.7362,90.4,9.67
14375.jpg,25.56,0.7167,83.11,13.44
14396.jpg,27.62,0.7386,85.81,10.61
14398.jpg,25.95,0.7452,84.59,12.85
14399.jpg,28.73,0.7744,91.36,9.33
14404.jpg,25.26,0.6802,78.45,13.92
14411.jpg,30.39,0.7679,95.65,7.71
14412.jpg,27.2,0.7728,89.61,11.13
14416.jpg,28.89,0.8332,92.47,9.17
1442.jpg,27.36,0.7861,87.77,10.93
14420.jpg,25.31,0.6902,76.45,13.84
14428.jpg,26.41,0.7234,86.22,12.2
14430.jpg,25.82,0.642,81.45,13.05
14432.jpg,21.83,0.7636,75.75,20.65
14438.jpg,28.2,0.7422,92.05,9.92
14451.jpg,28.28,0.8607,92.09,9.83
14459.jpg,26.5,0.7459,86.3,12.07
14462.jpg,28.37,0.7623,89.81,9.72
14466.jpg,24.64,0.6724,79.24,14.95
14471.jpg,24.51,0.5939,75.33,15.18
14473.jpg,26.0,0.8308,90.59,12.79
14477.jpg,26.61,0.7336,88.99,11.91
14478.jpg,29.65,0.849,95.02,8.39
14479.jpg,27.17,0.7516,87.19,11.17
1448.jpg,22.85,0.6042,69.69,18.36
14482.jpg,25.67,0.6391,79.92,13.27
14504.jpg,27.51,0.8055,90.27,10.75
14506.jpg,25.93,0.6501,83.86,12.88
14512.jpg,25.89,0.8815,91.4,12.95
14542.jpg,26.02,0.7154,83.09,12.75
14546.jpg,25.78,0.6339,80.3,13.11
14549.jpg,27.93,0.7076,88.94,10.23
1455.jpg,26.34,0.7755,85.85,12.29
14550.jpg,25.48,0.717,83.44,13.58
14559.jpg,25.25,0.6932,78.67,13.94
1456.jpg,27.99,0.7287,92.41,10.16
14570.jpg,29.98,0.8614,96.44,8.09
14571.jpg,29.03,0.8612,94.08,9.01
14585.jpg,28.19,0.7672,91.44,9.93
14591.jpg,27.37,0.8336,91.01,10.91
14598.jpg,26.97,0.6749,82.45,11.43
14599.jpg,27.02,0.7637,86.24,11.37
14611.jpg,26.99,0.7457,86.98,11.41
14616.jpg,26.55,0.7668,87.98,11.99
14619.jpg,28.11,0.7821,89.84,10.02
1462.jpg,26.85,0.7514,88.34,11.59
14626.jpg,25.16,0.7034,80.23,14.07
14645.jpg,25.87,0.7533,83.35,12.97
14648.jpg,26.95,0.8199,90.85,11.46
14664.jpg,25.73,0.5895,82.59,13.18
14666.jpg,27.94,0.7469,89.75,10.22
14674.jpg,28.29,0.7475,89.51,9.82
14679.jpg,30.51,0.8244,96.11,7.6
14685.jpg,29.2,0.8365,92.77,8.84
14693.jpg,28.57,0.7731,89.8,9.51
14696.jpg,28.45,0.8014,92.97,9.64
14698.jpg,27.01,0.7782,85.48,11.38
14708.jpg,22.97,0.7504,84.25,18.11
14722.jpg,25.24,0.6722,78.02,13.95
14742.jpg,31.07,0.7885,96.56,7.13
14753.jpg,24.47,0.7252,80.87,15.24
14756.jpg,27.77,0.7845,87.8,10.42
14761.jpg,23.96,0.6593,77.43,16.16
14772.jpg,27.74,0.7242,88.54,10.46
14784.jpg,26.77,0.7276,86.44,11.7
14791.jpg,29.46,0.7934,94.16,8.58
14802.jpg,27.87,0.7529,90.76,10.3
14804.jpg,25.4,0.8028,89.15,13.69
14812.jpg,27.76,0.7217,87.24,10.44
14813.jpg,26.08,0.6658,82.76,12.67
14816.jpg,28.8,0.7925,92.61,9.26
14822.jpg,28.52,0.8066,92.19,9.56
14826.jpg,26.06,0.7649,82.59,12.69
14828.jpg,28.09,0.8018,90.36,10.04
14835.jpg,27.08,0.7215,87.22,11.28
14840.jpg,27.19,0.808,94.76,11.14
14851.jpg,27.76,0.8077,89.95,10.43
14852.jpg,24.7,0.7179,82.74,14.85
14854.jpg,29.19,0.6478,91.76,8.85
14855.jpg,26.29,0.7966,87.17,12.36
14859.jpg,25.86,0.7917,86.04,12.99
14869.jpg,25.78,0.7818,85.36,13.11
1487.jpg,26.87,0.7273,83.35,11.56
14884.jpg,27.75,0.6956,89.57,10.45
14888.jpg,24.66,0.7109,79.27,14.91
14889.jpg,28.36,0.8003,89.92,9.73
14892.jpg,26.55,0.745,85.19,12.0
14894.jpg,28.92,0.7763,91.28,9.13
1490.jpg,24.93,0.5508,74.56,14.46
14900.jpg,26.52,0.7038,86.2,12.03
14901.jpg,26.7,0.719,88.14,11.79
14905.jpg,29.73,0.8391,94.23,8.32
14906.jpg,26.93,0.7681,88.77,11.48
14912.jpg,26.44,0.808,90.22,12.15
14919.jpg,28.7,0.7262,92.01,9.36
14923.jpg,26.2,0.7998,87.38,12.5
14926.jpg,24.71,0.7001,78.75,14.82
14927.jpg,31.75,0.8594,98.05,6.59
14928.jpg,26.61,0.721,84.99,11.91
14933.jpg,28.98,0.7952,93.9,9.07
14943.jpg,29.84,0.8438,93.73,8.21
14947.jpg,28.35,0.8244,91.74,9.75
14950.jpg,25.89,0.6954,81.99,12.94
14951.jpg,25.57,0.7108,88.2,13.43
14952.jpg,26.93,0.767,88.31,11.48
14960.jpg,30.23,0.8668,95.55,7.86
14962.jpg,25.64,0.7254,85.19,13.32
14963.jpg,28.36,0.8807,94.79,9.74
14984.jpg,27.57,0.7526,87.48,10.67
14985.jpg,31.18,0.8925,97.21,7.04
14991.jpg,26.72,0.684,86.65,11.77
15004.jpg,26.83,0.7795,87.9,11.62
15007.jpg,23.69,0.6286,76.32,16.67
15014.jpg,25.96,0.7448,84.84,12.83
15026.jpg,29.27,0.8149,92.79,8.77
1503.jpg,28.42,0.8377,92.74,9.67
15046.jpg,27.84,0.7835,88.06,10.34
15047.jpg,26.21,0.6941,79.3,12.48
15053.jpg,27.88,0.8038,91.47,10.29
15059.jpg,25.82,0.6664,83.34,13.05
1506.jpg,24.84,0.667,81.16,14.6
15065.jpg,25.82,0.7435,86.76,13.04
15066.jpg,28.15,0.8408,91.88,9.98
15073.jpg,30.41,0.795,96.09,7.69
15092.jpg,27.6,0.7889,90.16,10.64
15094.jpg,22.91,0.5557,73.43,18.25
15098.jpg,29.16,0.8354,92.38,8.88
15100.jpg,26.9,0.7358,85.63,11.52
15104.jpg,25.8,0.7118,79.16,13.07
15105.jpg,27.42,0.7438,89.06,10.85
15107.jpg,26.89,0.7234,84.13,11.54
1512.jpg,25.77,0.6619,78.03,13.13
15125.jpg,27.18,0.7403,85.63,11.15
15128.jpg,26.74,0.7601,84.15,11.74
15130.jpg,27.68,0.7446,89.12,10.53
15135.jpg,25.46,0.7198,80.31,13.6
15138.jpg,29.85,0.802,94.03,8.2
15152.jpg,24.39,0.6252,75.53,15.39
15153.jpg,27.99,0.7548,87.33,10.16
15157.jpg,27.62,0.7772,89.02,10.61
15159.jpg,27.73,0.7192,86.04,10.48
15163.jpg,23.53,0.7201,81.89,16.99
15166.jpg,26.93,0.7378,88.07,11.49
15182.jpg,28.11,0.7886,89.85,10.02
15183.jpg,30.08,0.8247,95.07,7.99
15185.jpg,27.94,0.7807,89.3,10.22
15194.jpg,25.84,0.7548,84.6,13.02
152.jpg,26.69,0.7257,84.87,11.8
15207.jpg,27.2,0.7588,87.87,11.13
15210.jpg,24.83,0.664,76.72,14.62
15214.jpg,26.76,0.7952,90.82,11.7
15221.jpg,28.21,0.7763,88.25,9.91
15225.jpg,27.65,0.8422,91.73,10.57
15226.jpg,28.24,0.8169,91.19,9.87
15234.jpg,26.48,0.7683,88.75,12.09
15236.jpg,25.02,0.698,79.21,14.31
1524.jpg,28.34,0.7981,92.14,9.76
15249.jpg,28.38,0.745,89.01,9.72
15251.jpg,26.51,0.7327,84.45,12.06
15254.jpg,23.9,0.5835,72.43,16.27
15260.jpg,25.39,0.7034,80.2,13.71
15261.jpg,25.49,0.7178,85.77,13.56
15264.jpg,24.58,0.6382,79.69,15.05
15268.jpg,27.62,0.8154,93.5,10.6
15276.jpg,29.23,0.7974,92.76,8.81
15299.jpg,29.73,0.8591,94.86,8.32
15302.jpg,28.76,0.7978,93.35,9.3
15304.jpg,26.85,0.785,86.97,11.59
15305.jpg,26.95,0.793,86.9,11.45
15308.jpg,26.48,0.8334,91.23,12.09
15313.jpg,27.23,0.8164,89.8,11.09
15315.jpg,28.44,0.7123,90.35,9.65
15320.jpg,28.32,0.7749,90.84,9.79
15323.jpg,26.94,0.7399,85.25,11.47
15337.jpg,25.94,0.7432,85.6,12.87
15343.jpg,28.16,0.7656,94.14,9.96
15353.jpg,26.52,0.719,83.32,12.04
15354.jpg,23.41,0.6967,78.54,17.22
15359.jpg,22.06,0.7062,79.4,20.13
15361.jpg,27.71,0.7365,90.6,10.49
15368.jpg,27.14,0.6925,84.88,11.21
15371.jpg,23.85,0.5919,72.59,16.37
15375.jpg,27.74,0.8353,89.08,10.46
15376.jpg,28.69,0.7982,90.82,9.38
15379.jpg,28.08,0.7725,91.52,10.06
15394.jpg,26.53,0.6802,82.58,12.03
15408.jpg,27.38,0.7806,87.55,10.9
15409.jpg,24.09,0.6769,77.86,15.92
15410.jpg,27.17,0.7383,86.59,11.17
15423.jpg,30.85,0.8812,96.23,7.31
15432.jpg,24.34,0.642,80.97,15.48
15437.jpg,28.12,0.7721,91.54,10.01
15441.jpg,22.44,0.4797,67.39,19.25
15443.jpg,24.76,0.728,82.94,14.74
15451.jpg,29.56,0.8546,95.3,8.48
15454.jpg,23.53,0.6476,71.26,16.98
15458.jpg,27.57,0.6709,87.07,10.67
15460.jpg,25.35,0.7339,81.62,13.77
15465.jpg,23.74,0.619,78.36,16.58
15469.jpg,25.32,0.647,79.58,13.82
15475.jpg,26.65,0.7356,87.99,11.86
1548.jpg,29.6,0.829,94.02,8.45
15480.jpg,27.14,0.7419,86.42,11.2
15485.jpg,22.64,0.6106,70.18,18.81
15488.jpg,25.6,0.6505,79.32,13.38
15489.jpg,25.95,0.7116,84.29,12.85
15494.jpg,25.09,0.7126,80.16,14.18
15504.jpg,26.94,0.772,89.25,11.47
15508.jpg,26.58,0.7165,82.7,11.95
15515.jpg,27.72,0.79,88.33,10.48
1552.jpg,28.59,0.7566,92.11,9.49
15526.jpg,27.17,0.7643,86.72,11.17
15533.jpg,23.56,0.5861,74.82,16.92
15538.jpg,26.3,0.7356,85.93,12.35
15539.jpg,27.29,0.7772,88.89,11.02
15546.jpg,26.38,0.7515,85.89,12.24
15560.jpg,28.21,0.8088,91.67,9.91
15563.jpg,23.2,0.6504,79.06,17.64
15569.jpg,27.52,0.8033,92.57,10.73
15574.jpg,27.8,0.7992,93.1,10.39
15576.jpg,27.86,0.8069,90.78,10.31
15577.jpg,29.84,0.834,94.03,8.21
1558.jpg,28.3,0.7999,89.63,9.81
15582.jpg,27.08,0.7625,88.07,11.28
15585.jpg,33.14,0.8785,100.01,5.61
15597.jpg,26.34,0.7161,85.45,12.29
15600.jpg,29.73,0.8398,95.05,8.32
15601.jpg,25.01,0.6977,79.35,14.33
15610.jpg,26.56,0.7427,85.02,11.98
15624.jpg,26.34,0.7457,84.77,12.29
15625.jpg,27.32,0.7341,85.66,10.98
15628.jpg,29.31,0.8108,92.09,8.73
15630.jpg,24.95,0.7118,84.54,14.42
15637.jpg,30.68,0.8483,96.54,7.45
15640.jpg,26.27,0.732,84.85,12.39
15642.jpg,29.53,0.8022,93.2,8.52
15643.jpg,27.78,0.7309,91.2,10.41
15648.jpg,24.74,0.708,85.79,14.77
15650.jpg,27.72,0.8208,91.8,10.48
15651.jpg,26.31,0.7195,85.81,12.34
1566.jpg,23.73,0.5862,73.45,16.6
15667.jpg,26.11,0.7653,87.63,12.62
15670.jpg,26.84,0.8093,90.9,11.61
15678.jpg,27.37,0.8051,89.18,10.92
15686.jpg,25.54,0.7224,81.05,13.47
15699.jpg,28.81,0.8563,94.92,9.25
15716.jpg,26.09,0.7431,84.09,12.65
15721.jpg,28.83,0.7478,92.37,9.22
15724.jpg,26.7,0.6738,84.6,11.79
1573.jpg,25.5,0.6713,78.5,13.54
15741.jpg,24.6,0.6677,80.43,15.01
15745.jpg,25.43,0.6552,82.46,13.65
15750.jpg,29.22,0.8287,93.36,8.82
15752.jpg,29.36,0.7687,92.7,8.68
15761.jpg,29.14,0.7938,92.86,8.91
15762.jpg,27.5,0.7152,85.93,10.76
15768.jpg,24.91,0.6546,81.61,14.49
15770.jpg,26.69,0.7494,85.15,11.81
15783.jpg,24.88,0.7211,79.79,14.53
15784.jpg,29.63,0.8821,95.1,8.41
15796.jpg,26.15,0.716,81.6,12.57
15800.jpg,27.05,0.6893,85.34,11.33
15808.jpg,26.96,0.7492,87.48,11.45
15813.jpg,28.76,0.7735,91.31,9.3
15821.jpg,27.1,0.7632,87.35,11.27
15822.jpg,23.73,0.6819,79.32,16.59
15826.jpg,28.89,0.8161,92.89,9.16
15828.jpg,26.47,0.7356,83.7,12.11
1583.jpg,25.85,0.766,82.14,13.01
15833.jpg,27.9,0.7713,90.57,10.27
15835.jpg,26.72,0.6995,85.2,11.76
15837.jpg,28.62,0.8143,93.47,9.45
1585.jpg,31.34,0.852,98.35,6.91
15853.jpg,26.07,0.7155,83.78,12.68
15856.jpg,27.6,0.7771,87.22,10.63
15861.jpg,26.51,0.7975,90.5,12.05
15864.jpg,31.22,0.8681,97.51,7.01
15878.jpg,27.14,0.6909,86.55,11.21
15888.jpg,25.57,0.8147,92.28,13.43
1589.jpg,27.45,0.7321,86.38,10.81
15897.jpg,27.47,0.7034,86.17,10.79
1590.jpg,29.67,0.7559,96.26,8.38
15901.jpg,25.82,0.7416,83.86,13.04
15903.jpg,26.71,0.7378,86.17,11.77
15910.jpg,27.33,0.7859,87.66,10.96
15912.jpg,25.71,0.7763,83.04,13.22
15922.jpg,30.52,0.8136,95.15,7.6
15924.jpg,26.61,0.734,87.05,11.92
15927.jpg,27.93,0.8155,90.4,10.23
1594.jpg,28.08,0.7469,89.3,10.06
15960.jpg,28.49,0.8061,89.92,9.59
15963.jpg,22.07,0.6334,70.29,20.09
15965.jpg,26.99,0.76,85.13,11.41
15967.jpg,27.23,0.795,89.04,11.09
15976.jpg,23.65,0.7402,85.3,16.75
15979.jpg,28.24,0.8446,93.13,9.87
16000.jpg,25.49,0.6929,81.68,13.56
1601.jpg,27.71,0.7941,89.59,10.5
16010.jpg,30.29,0.8045,95.3,7.8
16020.jpg,26.86,0.7026,85.14,11.57
16022.jpg,26.36,0.7553,86.64,12.26
16023.jpg,27.34,0.7114,86.73,10.95
1603.jpg,27.68,0.7873,89.84,10.53
16030.jpg,25.18,0.699,81.28,14.05
16035.jpg,28.41,0.7786,90.37,9.68
16039.jpg,27.74,0.7363,86.7,10.45
16041.jpg,31.96,0.8414,99.75,6.43
16045.jpg,27.56,0.8167,89.27,10.68
1605.jpg,26.08,0.6854,84.88,12.66
16076.jpg,27.8,0.7281,89.58,10.39
16080.jpg,27.19,0.7795,87.62,11.14
16088.jpg,26.72,0.6868,82.64,11.76
16089.jpg,26.62,0.7863,85.82,11.89
16091.jpg,26.5,0.7828,85.84,12.06
16104.jpg,27.87,0.8244,90.88,10.3
16106.jpg,28.82,0.8415,93.77,9.23
16112.jpg,25.91,0.7078,81.3,12.91
16120.jpg,26.93,0.746,88.53,11.48
16127.jpg,27.46,0.7082,86.91,10.8
16137.jpg,25.26,0.6717,78.3,13.92
16148.jpg,23.75,0.6436,80.87,16.55
16158.jpg,25.24,0.701,85.35,13.94
1616.jpg,24.51,0.6608,74.45,15.18
1617.jpg,26.96,0.729,84.11,11.45
16171.jpg,27.67,0.75,88.55,10.54
16181.jpg,26.12,0.8002,86.71,12.6
16190.jpg,26.54,0.7674,89.27,12.01
16194.jpg,28.02,0.7625,88.44,10.13
16216.jpg,23.91,0.5917,79.1,16.25
16217.jpg,25.74,0.7241,82.22,13.16
16221.jpg,26.25,0.6854,82.97,12.41
16228.jpg,29.78,0.8624,94.53,8.27
16232.jpg,28.46,0.7645,89.62,9.62
16233.jpg,26.21,0.6926,80.6,12.47
16239.jpg,26.65,0.721,86.41,11.86
16241.jpg,23.7,0.6551,80.01,16.66
16242.jpg,25.68,0.7045,81.35,13.26
16246.jpg,27.84,0.7758,91.93,10.35
16253.jpg,26.52,0.722,83.3,12.03
16255.jpg,25.79,0.7478,81.51,13.09
16259.jpg,26.1,0.7104,84.81,12.63
16266.jpg,22.95,0.6683,78.67,18.16
16273.jpg,24.59,0.6929,81.6,15.03
16275.jpg,24.23,0.6916,79.04,15.66
1628.jpg,26.39,0.7504,83.76,12.22
16290.jpg,23.44,0.6318,73.03,17.16
16294.jpg,26.18,0.8128,88.49,12.51
